image_id,label
test_1088b,coffee
test_1088c,cereal
test_1088d,water
test_1089a,candy
test_1089b,coffee
test_1089c,water
test_1089d,coffee
test_1090a,coffee
test_1090b,coffee
test_1090c,water
test_1090d,tomatosauce
test_1091a,coffee
test_1091b,cereal
test_1091c,tea
test_1091d,water
test_1092a,coffee
test_1092b,coffee
test_1092c,water
test_1092d,coffee
test_1093a,coffee
test_1093b,coffee
test_1093c,water
test_1093d,cereal
test_1094a,coffee
test_1094b,water
test_1094c,coffee
test_1094d,water
test_1095a,coffee
test_1095b,coffee
test_1095c,water
test_1095d,coffee
test_1096a,candy
test_1096b,cereal
test_1096c,candy
test_1096d,candy
test_1097a,candy
test_1097b,candy
test_1097c,water
test_1097d,coffee
test_1098a,candy
test_1098b,water
test_1098c,candy
test_1098d,coffee
test_1099a,coffee
test_1099b,coffee
test_1099c,coffee
test_1099d,coffee
test_1100a,coffee
test_1100b,water
test_1100c,coffee
test_1100d,coffee
test_1101a,tomatosauce
test_1101b,water
test_1101c,water
test_1101d,water
test_1102a,cereal
test_1102b,coffee
test_1102c,candy
test_1102d,candy
test_1103a,coffee
test_1103b,jam
test_1103c,coffee
test_1103d,water
test_1104a,cereal
test_1104b,water
test_1104c,coffee
test_1104d,water
test_1105a,coffee
test_1105b,jam
test_1105c,jam
test_1105d,coffee
test_1106a,cereal
test_1106b,coffee
test_1106c,candy
test_1106d,candy
test_1107a,jam
test_1107b,tomatosauce
test_1107c,coffee
test_1107d,coffee
test_1108a,candy
test_1108b,coffee
test_1108c,candy
test_1108d,coffee
test_1109a,coffee
test_1109b,jam
test_1109c,coffee
test_1109d,cereal
test_1110a,cereal
test_1110b,coffee
test_1110c,cereal
test_1110d,coffee
test_1111a,jam
test_1111b,coffee
test_1111c,cereal
test_1111d,water
test_1112a,candy
test_1112b,water
test_1112c,coffee
test_1112d,water
test_1113a,cereal
test_1113b,water
test_1113c,cereal
test_1113d,coffee
test_1114a,water
test_1114b,cereal
test_1114c,candy
test_1114d,coffee
test_1115a,water
test_1115b,coffee
test_1115c,coffee
test_1115d,candy
test_1116a,cereal
test_1116b,water
test_1116c,jam
test_1116d,candy
test_1117a,cereal
test_1117b,water
test_1117c,cereal
test_1117d,water
test_1118a,tomatosauce
test_1118b,water
test_1118c,coffee
test_1118d,coffee
test_1119a,coffee
test_1119b,cereal
test_1119c,cereal
test_1119d,coffee
test_1120a,candy
test_1120b,candy
test_1120c,jam
test_1120d,candy
test_1121a,coffee
test_1121b,cereal
test_1121c,coffee
test_1121d,coffee
test_1122a,candy
test_1122b,coffee
test_1122c,coffee
test_1122d,candy
test_1123a,candy
test_1123b,jam
test_1123c,jam
test_1123d,coffee
test_1124a,water
test_1124b,water
test_1124c,tomatosauce
test_1124d,water
test_1125a,coffee
test_1125b,candy
test_1125c,candy
test_1125d,coffee
test_1126a,tomatosauce
test_1126b,water
test_1126c,candy
test_1126d,water
test_1127a,jam
test_1127b,cereal
test_1127c,candy
test_1127d,cereal
test_1128a,coffee
test_1128b,coffee
test_1128c,water
test_1128d,jam
test_1129a,coffee
test_1129b,coffee
test_1129c,coffee
test_1129d,candy
test_1130a,coffee
test_1130b,candy
test_1130c,water
test_1130d,coffee
test_1131a,water
test_1131b,coffee
test_1131c,water
test_1131d,coffee
test_1132a,candy
test_1132b,candy
test_1132c,cereal
test_1132d,water
test_1133a,tea
test_1133b,cereal
test_1133c,water
test_1133d,coffee
test_1134a,cereal
test_1134b,jam
test_1134c,tomatosauce
test_1134d,candy
test_1135a,water
test_1135b,candy
test_1135c,cereal
test_1135d,water
test_1136a,cereal
test_1136b,cereal
test_1136c,jam
test_1136d,water
test_1137a,coffee
test_1137b,coffee
test_1137c,coffee
test_1137d,chocolate
test_1138a,coffee
test_1138b,coffee
test_1138c,water
test_1138d,candy
test_1139a,candy
test_1139b,cereal
test_1139c,candy
test_1139d,cereal
test_1140a,cereal
test_1140b,cereal
test_1140c,jam
test_1140d,coffee
test_1141a,jam
test_1141b,cereal
test_1141c,coffee
test_1141d,coffee
test_1142a,coffee
test_1142b,cereal
test_1142c,water
test_1142d,cereal
test_1143a,candy
test_1143b,coffee
test_1143c,coffee
test_1143d,cereal
test_1144a,coffee
test_1144b,water
test_1144c,water
test_1144d,coffee
test_1145a,coffee
test_1145b,cereal
test_1145c,coffee
test_1145d,cereal
test_1146a,candy
test_1146b,cereal
test_1146c,water
test_1146d,cereal
test_1147a,coffee
test_1147b,cereal
test_1147c,coffee
test_1147d,water
test_1148a,water
test_1148b,water
test_1148c,water
test_1148d,coffee
test_1149a,cereal
test_1149b,candy
test_1149c,coffee
test_1149d,cereal
test_1150a,coffee
test_1150b,coffee
test_1150c,cereal
test_1150d,candy
test_1151a,coffee
test_1151b,tomatosauce
test_1151c,water
test_1151d,candy
test_1152a,coffee
test_1152b,coffee
test_1152c,cereal
test_1152d,coffee
test_1153a,cereal
test_1153b,coffee
test_1153c,cereal
test_1153d,coffee
test_1154a,tea
test_1154b,candy
test_1154c,cereal
test_1154d,juice
test_1155a,water
test_1155b,candy
test_1155c,cereal
test_1155d,tomatosauce
test_1156a,candy
test_1156b,jam
test_1156c,coffee
test_1156d,cereal
test_1157a,cereal
test_1157b,coffee
test_1157c,coffee
test_1157d,tomatosauce
test_1158a,coffee
test_1158b,coffee
test_1158c,water
test_1158d,cereal
test_1159a,coffee
test_1159b,jam
test_1159c,chocolate
test_1159d,candy
test_1160a,cereal
test_1160b,cereal
test_1160c,water
test_1160d,cereal
test_1161a,cereal
test_1161b,coffee
test_1161c,coffee
test_1161d,coffee
test_1162a,cereal
test_1162b,coffee
test_1162c,coffee
test_1162d,candy
test_1163a,water
test_1163b,water
test_1163c,coffee
test_1163d,cereal
test_1164a,coffee
test_1164b,cereal
test_1164c,candy
test_1164d,candy
test_1165a,water
test_1165b,water
test_1165c,coffee
test_1165d,coffee
test_1166a,cereal
test_1166b,cereal
test_1166c,cereal
test_1166d,coffee
test_1167a,coffee
test_1167b,water
test_1167c,coffee
test_1167d,coffee
test_1168a,coffee
test_1168b,jam
test_1168c,candy
test_1168d,coffee
test_1169a,cereal
test_1169b,water
test_1169c,cereal
test_1169d,water
test_1170a,coffee
test_1170b,coffee
test_1170c,coffee
test_1170d,water
test_1171a,cereal
test_1171b,tea
test_1171c,cereal
test_1171d,candy
test_1172a,candy
test_1172b,candy
test_1172c,candy
test_1172d,jam
test_1173a,water
test_1173b,coffee
test_1173c,cereal
test_1173d,coffee
test_1174a,cereal
test_1174b,candy
test_1174c,water
test_1174d,cereal
test_1175a,cereal
test_1175b,candy
test_1175c,cereal
test_1175d,coffee
test_1176a,coffee
test_1176b,water
test_1176c,cereal
test_1176d,coffee
test_1177a,water
test_1177b,coffee
test_1177c,candy
test_1177d,coffee
test_1178a,candy
test_1178b,coffee
test_1178c,coffee
test_1178d,coffee
test_1179a,coffee
test_1179b,coffee
test_1179c,coffee
test_1179d,coffee
test_1180a,coffee
test_1180b,candy
test_1180c,coffee
test_1180d,candy
test_1181a,cereal
test_1181b,coffee
test_1181c,candy
test_1181d,coffee
test_1182a,coffee
test_1182b,coffee
test_1182c,candy
test_1182d,water
test_1183a,coffee
test_1183b,water
test_1183c,coffee
test_1183d,coffee
test_1184a,water
test_1184b,candy
test_1184c,candy
test_1184d,candy
test_1185a,jam
test_1185b,coffee
test_1185c,candy
test_1185d,cereal
test_1186a,coffee
test_1186b,coffee
test_1186c,cereal
test_1186d,cereal
test_1187a,water
test_1187b,coffee
test_1187c,cereal
test_1187d,candy
test_1188a,cereal
test_1188b,coffee
test_1188c,candy
test_1188d,candy
test_1189a,coffee
test_1189b,cereal
test_1189c,candy
test_1189d,coffee
test_1190a,cereal
test_1190b,chocolate
test_1190c,water
test_1190d,tomatosauce
test_1191a,coffee
test_1191b,candy
test_1191c,water
test_1191d,cereal
test_1192a,candy
test_1192b,coffee
test_1192c,coffee
test_1192d,coffee
test_1193a,cereal
test_1193b,cereal
test_1193c,coffee
test_1193d,cereal
test_1194a,candy
test_1194b,coffee
test_1194c,water
test_1194d,water
test_1195a,cereal
test_1195b,water
test_1195c,cereal
test_1195d,cereal
test_1196a,coffee
test_1196b,cereal
test_1196c,coffee
test_1196d,coffee
test_1197a,coffee
test_1197b,candy
test_1197c,water
test_1197d,cereal
test_1198a,candy
test_1198b,jam
test_1198c,jam
test_1198d,water
test_1199a,coffee
test_1199b,coffee
test_1199c,water
test_1199d,coffee
test_1200a,water
test_1200b,water
test_1200c,coffee
test_1200d,candy
test_1201a,coffee
test_1201b,tomatosauce
test_1201c,coffee
test_1201d,cereal
test_1202a,cereal
test_1202b,coffee
test_1202c,coffee
test_1202d,water
test_1203a,cereal
test_1203b,candy
test_1203c,water
test_1203d,candy
test_1204a,water
test_1204b,water
test_1204c,candy
test_1204d,cereal
test_1205a,coffee
test_1205b,cereal
test_1205c,candy
test_1205d,coffee
test_1206a,candy
test_1206b,water
test_1206c,cereal
test_1206d,coffee
test_1207a,jam
test_1207b,water
test_1207c,cereal
test_1207d,candy
test_1208a,candy
test_1208b,cereal
test_1208c,cereal
test_1208d,tomatosauce
test_1209a,water
test_1209b,coffee
test_1209c,cereal
test_1209d,coffee
test_1210a,water
test_1210b,water
test_1210c,coffee
test_1210d,water
test_1211a,coffee
test_1211b,coffee
test_1211c,jam
test_1211d,cereal
test_1212a,coffee
test_1212b,coffee
test_1212c,jam
test_1212d,coffee
test_1213a,water
test_1213b,tea
test_1213c,cereal
test_1213d,jam
test_1214a,candy
test_1214b,jam
test_1214c,cereal
test_1214d,coffee
test_1215a,coffee
test_1215b,coffee
test_1215c,water
test_1215d,water
test_1216a,coffee
test_1216b,cereal
test_1216c,water
test_1216d,coffee
test_1217a,water
test_1217b,coffee
test_1217c,candy
test_1217d,coffee
test_1218a,cereal
test_1218b,water
test_1218c,candy
test_1218d,water
test_1219a,water
test_1219b,candy
test_1219c,cereal
test_1219d,coffee
test_1220a,candy
test_1220b,coffee
test_1220c,coffee
test_1220d,coffee
test_1221a,coffee
test_1221b,water
test_1221c,candy
test_1221d,coffee
test_1222a,candy
test_1222b,coffee
test_1222c,cereal
test_1222d,coffee
test_1223a,water
test_1223b,coffee
test_1223c,cereal
test_1223d,coffee
test_1224a,candy
test_1224b,coffee
test_1224c,coffee
test_1224d,coffee
test_1225a,coffee
test_1225b,water
test_1225c,candy
test_1225d,cereal
test_1226a,jam
test_1226b,candy
test_1226c,cereal
test_1226d,tomatosauce
test_1227a,water
test_1227b,candy
test_1227c,cereal
test_1227d,coffee
test_1228a,cereal
test_1228b,cereal
test_1228c,coffee
test_1228d,jam
test_1229a,tea
test_1229b,coffee
test_1229c,water
test_1229d,coffee
test_1230a,water
test_1230b,coffee
test_1230c,water
test_1230d,tomatosauce
test_1231a,coffee
test_1231b,candy
test_1231c,cereal
test_1231d,coffee
test_1232a,coffee
test_1232b,candy
test_1232c,jam
test_1232d,coffee
test_1233a,candy
test_1233b,cereal
test_1233c,coffee
test_1233d,candy
test_1234a,candy
test_1234b,coffee
test_1234c,water
test_1234d,jam
test_1235a,cereal
test_1235b,cereal
test_1235c,coffee
test_1235d,cereal
test_1236a,coffee
test_1236b,cereal
test_1236c,cereal
test_1236d,coffee
test_1237a,coffee
test_1237b,tea
test_1237c,coffee
test_1237d,coffee
test_1238a,water
test_1238b,candy
test_1238c,coffee
test_1238d,candy
test_1239a,candy
test_1239b,coffee
test_1239c,coffee
test_1239d,candy
test_1240a,coffee
test_1240b,cereal
test_1240c,water
test_1240d,coffee
test_1241a,coffee
test_1241b,cereal
test_1241c,water
test_1241d,coffee
test_1242a,water
test_1242b,cereal
test_1242c,water
test_1242d,cereal
test_1243a,water
test_1243b,coffee
test_1243c,cereal
test_1243d,coffee
test_1244a,water
test_1244b,cereal
test_1244c,candy
test_1244d,candy
test_1245a,coffee
test_1245b,water
test_1245c,coffee
test_1245d,cereal
test_1246a,candy
test_1246b,candy
test_1246c,coffee
test_1246d,cereal
test_1247a,water
test_1247b,jam
test_1247c,jam
test_1247d,coffee
test_1248a,candy
test_1248b,coffee
test_1248c,candy
test_1248d,candy
test_1249a,coffee
test_1249b,water
test_1249c,coffee
test_1249d,coffee
test_1250a,cereal
test_1250b,coffee
test_1250c,coffee
test_1250d,coffee
test_1251a,water
test_1251b,water
test_1251c,water
test_1251d,jam
test_1252a,candy
test_1252b,water
test_1252c,candy
test_1252d,jam
test_1253a,candy
test_1253b,coffee
test_1253c,cereal
test_1253d,coffee
test_1254a,water
test_1254b,cereal
test_1254c,cereal
test_1254d,cereal
test_1255a,water
test_1255b,coffee
test_1255c,water
test_1255d,candy
test_1256a,cereal
test_1256b,coffee
test_1256c,coffee
test_1256d,water
test_1257a,coffee
test_1257b,coffee
test_1257c,coffee
test_1257d,candy
test_1258a,coffee
test_1258b,jam
test_1258c,water
test_1258d,candy
test_1259a,water
test_1259b,candy
test_1259c,coffee
test_1259d,coffee
test_1260a,coffee
test_1260b,coffee
test_1260c,coffee
test_1260d,candy
test_1261a,candy
test_1261b,candy
test_1261c,candy
test_1261d,candy
test_1262a,cereal
test_1262b,water
test_1262c,candy
test_1262d,cereal
test_1263a,cereal
test_1263b,coffee
test_1263c,cereal
test_1263d,water
test_1264a,cereal
test_1264b,cereal
test_1264c,water
test_1264d,cereal
test_1265a,jam
test_1265b,candy
test_1265c,coffee
test_1265d,water
test_1266a,candy
test_1266b,coffee
test_1266c,water
test_1266d,candy
test_1267a,cereal
test_1267b,candy
test_1267c,coffee
test_1267d,jam
test_1268a,coffee
test_1268b,jam
test_1268c,water
test_1268d,candy
test_1269a,candy
test_1269b,candy
test_1269c,jam
test_1269d,water
test_1270a,coffee
test_1270b,cereal
test_1270c,coffee
test_1270d,candy
test_1271a,water
test_1271b,water
test_1271c,coffee
test_1271d,coffee
test_1272a,water
test_1272b,candy
test_1272c,coffee
test_1272d,coffee
test_1273a,coffee
test_1273b,coffee
test_1273c,water
test_1273d,water
test_1274a,water
test_1274b,coffee
test_1274c,coffee
test_1274d,water
test_1275a,coffee
test_1275b,coffee
test_1275c,coffee
test_1275d,coffee
test_1276a,candy
test_1276b,coffee
test_1276c,cereal
test_1276d,coffee
test_1277a,candy
test_1277b,cereal
test_1277c,water
test_1277d,candy
test_1278a,water
test_1278b,candy
test_1278c,candy
test_1278d,coffee
test_1279a,cereal
test_1279b,candy
test_1279c,candy
test_1279d,cereal
test_1280a,cereal
test_1280b,cereal
test_1280c,coffee
test_1280d,coffee
test_1281a,cereal
test_1281b,water
test_1281c,cereal
test_1281d,coffee
test_1282a,coffee
test_1282b,candy
test_1282c,coffee
test_1282d,cereal
test_1283a,jam
test_1283b,candy
test_1283c,coffee
test_1283d,coffee
test_1284a,jam
test_1284b,coffee
test_1284c,coffee
test_1284d,water
test_1285a,coffee
test_1285b,water
test_1285c,coffee
test_1285d,water
test_1286a,cereal
test_1286b,cereal
test_1286c,coffee
test_1286d,coffee
test_1287a,coffee
test_1287b,cereal
test_1287c,cereal
test_1287d,candy
test_1288a,coffee
test_1288b,cereal
test_1288c,juice
test_1288d,cereal
test_1289a,coffee
test_1289b,jam
test_1289c,water
test_1289d,coffee
test_1290a,water
test_1290b,water
test_1290c,water
test_1290d,candy
test_1291a,water
test_1291b,water
test_1291c,jam
test_1291d,candy
test_1292a,candy
test_1292b,jam
test_1292c,candy
test_1292d,coffee
test_1293a,water
test_1293b,coffee
test_1293c,cereal
test_1293d,cereal
test_1294a,cereal
test_1294b,coffee
test_1294c,cereal
test_1294d,water
test_1295a,coffee
test_1295b,water
test_1295c,tomatosauce
test_1295d,jam
test_1296a,candy
test_1296b,candy
test_1296c,cereal
test_1296d,candy
test_1297a,water
test_1297b,coffee
test_1297c,candy
test_1297d,jam
test_1298a,water
test_1298b,cereal
test_1298c,coffee
test_1298d,candy
test_1299a,tomatosauce
test_1299b,coffee
test_1299c,coffee
test_1299d,coffee
test_1300a,candy
test_1300b,coffee
test_1300c,water
test_1300d,water
test_1301a,coffee
test_1301b,candy
test_1301c,coffee
test_1301d,coffee
test_1302a,coffee
test_1302b,candy
test_1302c,coffee
test_1302d,coffee
test_1303a,water
test_1303b,cereal
test_1303c,cereal
test_1303d,candy
test_1304a,coffee
test_1304b,jam
test_1304c,candy
test_1304d,coffee
test_1305a,coffee
test_1305b,coffee
test_1305c,coffee
test_1305d,coffee
test_1306a,coffee
test_1306b,jam
test_1306c,candy
test_1306d,candy
test_1307a,water
test_1307b,coffee
test_1307c,tomatosauce
test_1307d,candy
test_1308a,cereal
test_1308b,candy
test_1308c,cereal
test_1308d,cereal
test_1309a,coffee
test_1309b,coffee
test_1309c,cereal
test_1309d,coffee
test_1310a,coffee
test_1310b,jam
test_1310c,jam
test_1310d,coffee
test_1311a,tea
test_1311b,water
test_1311c,candy
test_1311d,water
test_1312a,cereal
test_1312b,coffee
test_1312c,water
test_1312d,cereal
test_1313a,cereal
test_1313b,coffee
test_1313c,cereal
test_1313d,cereal
test_1314a,coffee
test_1314b,cereal
test_1314c,coffee
test_1314d,jam
test_1315a,cereal
test_1315b,coffee
test_1315c,candy
test_1315d,candy
test_1316a,coffee
test_1316b,candy
test_1316c,cereal
test_1316d,coffee
test_1317a,coffee
test_1317b,coffee
test_1317c,coffee
test_1317d,tea
test_1318a,jam
test_1318b,cereal
test_1318c,candy
test_1318d,water
test_1319a,coffee
test_1319b,tea
test_1319c,cereal
test_1319d,cereal
test_1320a,cereal
test_1320b,coffee
test_1320c,coffee
test_1320d,candy
test_1321a,cereal
test_1321b,candy
test_1321c,coffee
test_1321d,coffee
test_1322a,water
test_1322b,candy
test_1322c,jam
test_1322d,chocolate
test_1323a,cereal
test_1323b,cereal
test_1323c,coffee
test_1323d,candy
test_1324a,coffee
test_1324b,cereal
test_1324c,coffee
test_1324d,cereal
test_1325a,cereal
test_1325b,water
test_1325c,coffee
test_1325d,water
test_1326a,coffee
test_1326b,coffee
test_1326c,coffee
test_1326d,water
test_1327a,coffee
test_1327b,water
test_1327c,cereal
test_1327d,water
test_1328a,coffee
test_1328b,coffee
test_1328c,coffee
test_1328d,jam
test_1329a,coffee
test_1329b,cereal
test_1329c,candy
test_1329d,coffee
test_1330a,water
test_1330b,cereal
test_1330c,coffee
test_1330d,coffee
test_1331a,water
test_1331b,candy
test_1331c,coffee
test_1331d,water
test_1332a,coffee
test_1332b,cereal
test_1332c,candy
test_1332d,coffee
test_1333a,candy
test_1333b,cereal
test_1333c,water
test_1333d,coffee
test_1334a,candy
test_1334b,candy
test_1334c,candy
test_1334d,coffee
test_1335a,candy
test_1335b,coffee
test_1335c,coffee
test_1335d,water
test_1336a,cereal
test_1336b,coffee
test_1336c,coffee
test_1336d,cereal
test_1337a,water
test_1337b,candy
test_1337c,water
test_1337d,cereal
test_1338a,water
test_1338b,candy
test_1338c,candy
test_1338d,cereal
test_1339a,water
test_1339b,candy
test_1339c,cereal
test_1339d,candy
test_1340a,cereal
test_1340b,jam
test_1340c,candy
test_1340d,coffee
test_1341a,cereal
test_1341b,water
test_1341c,cereal
test_1341d,tomatosauce
test_1342a,coffee
test_1342b,water
test_1342c,coffee
test_1342d,candy
test_1343a,cereal
test_1343b,candy
test_1343c,coffee
test_1343d,cereal
test_1344a,coffee
test_1344b,jam
test_1344c,coffee
test_1344d,cereal
test_1345a,candy
test_1345b,coffee
test_1345c,water
test_1345d,candy
test_1346a,coffee
test_1346b,water
test_1346c,cereal
test_1346d,coffee
test_1347a,water
test_1347b,coffee
test_1347c,cereal
test_1347d,coffee
test_1348a,cereal
test_1348b,coffee
test_1348c,cereal
test_1348d,water
test_1349a,cereal
test_1349b,coffee
test_1349c,cereal
test_1349d,coffee
test_1350a,candy
test_1350b,cereal
test_1350c,coffee
test_1350d,cereal
test_1351a,coffee
test_1351b,candy
test_1351c,coffee
test_1351d,candy
test_1352a,candy
test_1352b,water
test_1352c,cereal
test_1352d,cereal
test_1353a,coffee
test_1353b,cereal
test_1353c,candy
test_1353d,cereal
test_1354a,coffee
test_1354b,coffee
test_1354c,candy
test_1354d,candy
test_1355a,water
test_1355b,coffee
test_1355c,candy
test_1355d,cereal
test_1356a,coffee
test_1356b,coffee
test_1356c,candy
test_1356d,candy
test_1357a,coffee
test_1357b,jam
test_1357c,coffee
test_1357d,jam
test_1358a,candy
test_1358b,candy
test_1358c,cereal
test_1358d,candy
test_1359a,water
test_1359b,coffee
test_1359c,coffee
test_1359d,water
test_1360a,cereal
test_1360b,candy
test_1360c,coffee
test_1360d,water
test_1361a,coffee
test_1361b,water
test_1361c,candy
test_1361d,coffee
test_1362a,jam
test_1362b,coffee
test_1362c,coffee
test_1362d,jam
test_1363a,candy
test_1363b,coffee
test_1363c,water
test_1363d,candy
test_1364a,candy
test_1364b,water
test_1364c,coffee
test_1364d,coffee
test_1365a,candy
test_1365b,cereal
test_1365c,water
test_1365d,water
test_1366a,candy
test_1366b,candy
test_1366c,water
test_1366d,coffee
test_1367a,coffee
test_1367b,cereal
test_1367c,candy
test_1367d,candy
test_1368a,coffee
test_1368b,candy
test_1368c,water
test_1368d,cereal
test_1369a,candy
